via,barrio
CL LOJA,MURCIA
CL LOMA ALTA,GEA Y TRUYOLS
CL LOMA,BARQUEROS
CL LOMA,LOBOSILLO
CL LOMAS DEL PINAR,ALBERCA LA
CL LOMA,SUCINA
CL LO NAVARRO,CABEZO TORRES
CL LONGUERA,SAN GINES
CL LOPE DE VEGA,GUADALUPE
CL LOPE DE VEGA,SANGONERA VERDE
CL LOPE RUEDA,MURCIA
CL LOPE VEGA,ALBERCA LA
CL LOPE VEGA,ALGEZARES
CL LOPE VEGA,CABEZO TORRES
CL LOPE VEGA,LAS LUMBRERAS
CL LOPE VEGA,MARTINEZ PUERTO
CL LOPE VEGA,PUENTE TOCINOS
CL LOPE VEGA,PUNTAL EL
CL LOPE VEGA,RAMOS LOS
CL LOPEZ ALMAGRO,PUEBLA DE SOTO
CL LOPEZ BELDA,RINCON SECA
CL LOPEZ SORIANO,TORREAGUERA
CL LORCA,CORVERA
CL LORCA,DOLORES LOS
CL LORCA,EL PALMAR
CL LORCA,JERON.-AVILESES
CL LORCA,MURCIA
CL LORENZO PAUSA,MURCIA
CL LORETO,ALGEZARES
CL LORQUI,MURCIA
CL LOS ALCAZARES,JERON.-AVILESES
CL LOS ALMENDROS,CHURRA
CL LOS ANGELES,RAYA LA
CL LOS ANTONAZOS,CABEZO TORRES
CL LOS BALLESTERES,SANGONERA VERDE
CL LOS BELLEZAS,GARRES LOS
CL LOS CAYLLOS,SUCINA
CL LOS CISQUINES,SANGONERA VERDE
CL LOS DIEGOS,SAN BENITO
CL LOS DOMINGAS,MURCIA
CL LOS GIL,CABEZO TORRES
CL LOS HUERTOS,CASILLAS
CL LOS LIMONES,SANGONERA VERDE
CL LOS LOPEZ,ALJUCER
CL LOS MARTINEZ,CABEZO TORRES
CL LOS MATEOS,SAN BENITO
CL LOS MELICIANOS,CABEZO TORRES
CL LOS MINANOS,SAN BENITO
CL LOS MORES,SANGONERA VERDE
CL LOS MUNDOS,SANGONERA VERDE
CL LOS NAREJOS,MURCIA
CL LOS OLIVARES,EL BOJAR
CL LOS OLIVOS,CHURRA
CL LOS PARRANDBOLEROS,CABEZO TORRES
CL LOS PARRATOS,SANTA CRUZ
CL LOS PINTAOS,SANGONERA SECA
CL LOS PISAS,CHURRA
CL LOS POTRAS,SAN JOSE
CL LOS REMANGAOS,SANTA CRUZ
CL LOS ROJOS,SANGONERA VERDE
CL LOS TORRES,ALBATALIA LA
CL LOS TORRES,ARBOLEJA LA
CL LOS ZANDUNGA,CHURRA
CL L PAU LA ALBERCA,ALBERCA LA
CL LUCAS JIMENEZ,MURCIA
CL LUCENA,MURCIA
CL LUCIANO NICOLAS HERNANDEZ,BENIAJAN
CL LUGO,MURCIA
CL LUISA ALEDO,MURCIA
CL LUISABEL,MURCIA
CL LUIS BRAILLE,ALJUCER
CL LUIS BRAILLE,MURCIA
CL LUIS CARRASCO,ALGEZARES
CL LUIS FERNANDEZ,MURCIA
CL LUIS FONTES PAGAN,MURCIA
CL LUIS GONGORA,MURCIA
CL LUIS PALACIOS,MURCIA
CL LUIS TORRES,SAN BENITO
CL LUIS VIVES,CABEZO TORRES
CL LUNA,MURCIA
CL LUNA,RAMOS LOS
CL LUZ,ALBERCA LA
CL LUZ,CHURRA
CL LUZ,MARTINEZ PUERTO
CL LUZ,SANGONERA SECA
CL LUZ,SUCINA
CL LUZ,TORREAGUERA
CL MACARIO,RINCON SECA
CL MACARIO,SAN BENITO
CL MADRE AMALIA MARTIN,SANTO ANGEL
CL MADRE DIOS,MURCIA
CL MADRE ELISEA OLIVER MOLIN,MURCIA
CL MADRE ESPERANZA,MURCIA
CL MADRE MARIA SEIQUER,SANTO ANGEL
CL MADRE PAULA GIL CANO,MURCIA
CL MADRESELVA,SANGONERA VERDE
CL MADRESELVAS,COBATILLAS
CL MADRE TERESA DE CALCUTA,EL PALMAR
CL MADRE TERESA DE CALCUTA,MURCIA
CL MADRID,CABEZO TORRES
CL MADRID,CHURRA
CL MADRID (ESPINARDO),MURCIA
CL MADRID,MURCIA
CL MADRID,PUNTAL EL
CL MAEST JESUS AGUILAR,RAAL EL
CL MAESTRA CARIDAD RODRIGUEZ,CHURRA
CL MAESTRA CARMEN GARCIA ESC,ALJUCER
CL MAESTRA CELIA CID PEREZ,BENIAJAN
CL MAESTRA CONSTANZA GUILLER,CORVERA
CL MAESTRA ELVIRA MOLINA,CABEZO TORRES
CL MAESTRA ENRIQUETA EGEA,GARRES LOS
CL MAESTRA FLORA MTNEZ PEREZ,ALJUCER
CL MAESTRA FRANCISCA LLORENS,MURCIA
CL MAESTRA JERONIMA ALIAGA G,CORVERA
CL MAESTRA MARIA MAROTO,MURCIA
CL MAESTRA ROSARIO VIVANCOS,COBATILLAS
CL MAESTRAS HERMANAS GABALDO,COBATILLAS
CL MAESTRA SOLEDAD GALLEGO,CHURRA
CL MAESTRA VICENTA BELENGUER,MURCIA
CL MAESTRO ADOLFO DIAZ,COBATILLAS
CL MAESTRO ALONSO,MURCIA
CL MAESTRO ANTONIO MARTINEZ,JAVALI VIEJO
CL MAESTRO ANTONIO MARTINEZ,SANGONERA SECA
CL MAESTRO ANTONIO MORALES,EL PALMAR
CL MAESTRO AZORIN GARCIA,DOLORES LOS
CL MAESTRO CARMELO VIGUERAS,MURCIA
CL MAESTRO EVARISTO PICAZO,COBATILLAS
CL MAESTRO FEDERICO FERRER,MURCIA
CL MAESTRO FLORENCIO IMAG,SANTO ANGEL
CL MAESTRO F MTNEZ ALBALADEJ,BENIAJAN
CL MAESTRO FRANCISCO SOTO,DOLORES LOS
CL MAESTRO GUILLEN,SAN BENITO
CL MAESTRO IBARRA,MURCIA
CL MAESTRO JAVIER PAULINO,MURCIA
CL MAESTRO JOSE CLARES,RINCON BENISCOR
CL MAESTRO JOSE MTNEZ VIGUER,MONTEAGUDO
CL MAESTRO JOSE ROBLES,JAVALI VIEJO
CL MAESTRO LUIS PINA,SANTO ANGEL
CL MAESTRO PALA,GARRES LOS
CL MAESTRO PEDRO APARICIO IN,SANGONERA SECA
CL MAESTRO PEDRO ORTIN CANO,GUADALUPE
CL MAESTRO PEDRO PAREDES,SANTO ANGEL
CL MAESTRO PENCHO,SAN JOSE
CL MAESTRO P.PEREZ ABADIA,MURCIA
CL MAESTRO SALVADOR CERON,EL PALMAR
CL MAESTRO SALVADOR ORTIZ,MURCIA
CL MAESTRO SERAFIN,BARQUEROS
CL MAESTROS NACIONALES,VALLADOLISES
CL MAESTROS ONOFRE Y AMADOR,MURCIA
CL MAGALLANES,MURCIA
CL MAGALLANES,SANGONERA VERDE
CL MAGNOLIA,SAN BENITO
CL MAHONESAS,MURCIA
CL MAHON,MURCIA
CL MAIQUEZ Y CANOVAS,RAAL EL
CL MAJADA,CABEZO TORRES
CL MALAGA,MURCIA
CL MALECON 1,RAYA LA
CL MALECON,ALBERCA LA
CL MALLORCA,MURCIA
CL MALVALOCAS,COBATILLAS
CL MALVARROSA,EL PALMAR
CL MANCHEGOS,JAVALI VIEJO
CL MANDARINAS,EL PALMAR
CL MANFREDI,MURCIA
CL MANGA DEL FRAILE Y POZA,ALJUCER
CL MANGA,MURCIA
CL MANOLETE,GARRES LOS
CL MANRESA,MURCIA
CL MANUEL ALBALADEJO SIERRA,PUNTAL EL
CL MANUEL ARCE MESEGUER,BENIAJAN
CL MANUEL CARRILLO,ZARANDONA
CL MANUEL EL ZURDO,BENIAJAN
CL MANUEL ESCUDERO,TORREAGUERA
CL MANUEL FALLA,CHURRA
CL MANUEL FALLA,MURCIA
CL MANUEL FALLA,RAMOS LOS
CL MANUEL FALLA,SANGONERA VERDE
CL MANUEL GARCIA CERDAN,MURCIA
CL MANUEL GARCIA,LOBOSILLO
CL MANZANERA,MURCIA
CL MAR BALTICO,MURCIA
CL MARBELLA,ESPARRAGAL
CL MAR CARIBE,MURCIA
CL MAR CORAL,MURCIA
CL MAR CRISTAL,MURCIA
CL MAR CRISTAL,SANGONERA VERDE
CL MAR DEL NORTE,COBATILLAS
CL MARENGO,MURCIA
CL MARE NOSTRUM,MURCIA
CL MARGARITAS,COBATILLAS
CL MARGARITAS,EL PALMAR
CL MARGARITAS LAS,SUCINA
CL MARIA AUXILIADORA,CABEZO TORRES
CL MARIA CURIE,CHURRA
CL MARIA DEL CARMEN,SANGONERA SECA
CL MARIA GOYRI,PUNTAL EL
CL MARIA GUERRERO,MURCIA
CL MARIA INMACULADA,ALBERCA LA
CL MARIA MAGDALENA,SAN JOSE
CL MARIA MOLINER,SANGONERA SECA
CL MARIANA PINEDA,SANGONERA SECA
CL MARIANO CABALLERO,LLANO BRUJAS
CL MARIANO ESTRADA LORCA,EL PALMAR
CL MARIANO GIRADA,MURCIA
CL MARIANO MONTESINOS,JERON.-AVILESES
CL MARIANO MONTESINOS,MURCIA
CL MARIANO PADILLA,MURCIA
CL MARIANO PALAREA,ALBERCA LA
CL MARIANO ROJAS,ALBERCA LA
CL MARIANO RUIZ FUNES,MURCIA
CL MARIANO SOTO LOPEZ,RAAL EL
CL MARIANO VERGARA,MARTINEZ PUERTO
CL MARIANO VERGARA,MURCIA
CL MARIANO ZAPATA,MURCIA
CL MARIA SERVET,TORREAGUERA
CL MARIA ZULUETA,MARTINEZ PUERTO
CL MARIN BALDO,MURCIA
CL MARINERO JUAN VIZCAINO,MURCIA
CL MARINES,CARRASCOY
CL MARIOLA,MURCIA
CL MARIO VARGAS LLOSA,GUADALUPE
CL MAR MEDITERRANEO,EL BOJAR
CL MAR MEDITERRANEO,RAAL EL
CL MAR MENOR,CABEZO TORRES
CL MAR MENOR,COBATILLAS
CL MAR MENOR,JERON.-AVILESES
CL MAR MENOR,MURCIA
CL MAR MENOR,RAAL EL
CL MAR MENOR,SANGONERA VERDE
CL MAR MENOR,SUCINA
CL MAR NORTE,MURCIA
CL MARQUESA MARBAIS,EL PALMAR
CL MARQUESA,MURCIA
CL MARQUES,CARRASCOY
CL MARQUES ENSENADA,MURCIA
CL MARQUESES,SAN GINES
CL MARQUES LOZOYA,SAN BENITO
CL MAR,SUCINA
CL MARTE,CABEZO TORRES
CL MARTE,MURCIA
CL MARTILLO,ALGEZARES
CL MARTINEZ BRAVO,ZARANDONA
CL MARTINEZ COSTA,MONTEAGUDO
CL MARTINEZ DE LA ROSA,CABEZO TORRES
CL MARTINEZ GARCIA,BENIAJAN
CL MARTINEZ MONTESINO,ALQUERIAS
CL MARTINEZ,SAN BENITO
CL MARTINEZ,SAN GINES
CL MARTINEZ TORNEL,ALBERCA LA
CL MARTINEZ TORNEL,LAS LUMBRERAS
CL MARTINEZ TORNEL,SAN BENITO
CL MARTIRES,MURCIA
CL MARZOS,RAAL EL
CL MATADERO MUNICIPAL,MURCIA
CL MATADERO VIEJO,MURCIA
CL MATEOS,DOLORES LOS
CL MATEOS,MURCIA
CL MATIAS ESPINOSA ROMERO,PUNTAL EL
CL MATIAS,SAN BENITO
CL MATILDES,ALGEZARES
CL MAXIMINOS,JERON.-AVILESES
CL MAYOR,ALBERCA LA
CL MAYOR,ALJUCER
CL MAYORAZGOS,ZARANDONA
CL MAYOR,BARQUEROS
CL MAYOR,BENIAJAN
CL MAYOR,CABEZO TORRES
CL MAYOR,CARRASCOY
CL MAYOR,CASILLAS
CL MAYOR,CHURRA
CL MAYOR,CORVERA
CL MAYOR,DOLORES LOS
CL MAYOR,EL PALMAR
CL MAYOR,ERA ALTA
CL MAYOR,ESPARRAGAL
CL MAYOR,GARRES LOS
CL MAYOR,GEA Y TRUYOLS
CL MAYOR,JAVALI VIEJO
CL MAYOR,LLANO BRUJAS
CL MAYOR,MURCIA
CL MAYOR,PUEBLA DE SOTO
CL MAYOR,PUENTE TOCINOS
CL MAYOR,RAAL EL
CL MAYOR,RINCON BENISCOR
CL MAYOR,RINCON SECA
CL MAYOR RODRIGO P,RAYA LA
CL MAYOR,SAN BENITO
CL MAYOR,SANGONERA VERDE
CL MAYOR,SAN JOSE
CL MAYOR,SANTA CRUZ
CL MAYOR,SUCINA
CL MAYOR,TORREAGUERA
CL MAYOR,VALLADOLISES
CL MAYOR VILLANUEVA,BENIAJAN
CL MAYOR,ZENETA
CL MAZARRON,JERON.-AVILESES
CL M DOLORES LOPEZ SANCHEZ,MURCIA
CL M DOLORES MADRID SABATER,PUNTAL EL
CL MEDIALIST,GEA Y TRUYOLS
CL MEDICO LUIS CONEJERO,ERA ALTA
CL MEDIODIA,ALGEZARES
CL MEDIODIA,RAMOS LOS
CL MEDITERRANEO,CABEZO TORRES
CL MEDITERRANEO,ESPARRAGAL
CL MEDITERRANEO,MURCIA
CL MEDITERRANEO,SANGONERA VERDE
CL MEJIAS,SAN BENITO
CL MEJICO,ALBERCA LA
CL MELCHOR,ESPARRAGAL
CL MELILLA,MURCIA
CL MELLADO,PUENTE TOCINOS
CL MELOCOTON,EL PALMAR
CL MELONAR,SUCINA
CL MENDRUGO,DOLORES LOS
CL MENENDEZ PIDAL,CHURRA
CL MENENDEZ PIDAL,MURCIA
CL MERCED DE SAN GINES,SAN GINES
CL MERCEDES,GARRES LOS
CL MERCEDES ILLAN,ALBERCA LA
CL MERCEDES,MURCIA
CL MERCED,MURCIA
CL MERCURIO,LLANO BRUJAS
CL MERCURIO,MURCIA
CL MERINO,ALJUCER
CL MESEGUERES,MURCIA
CL MEZQUITA,ALGEZARES
CL MIDAS,GARRES LOS
CL MIGALOS,LOBOSILLO
CL MIGUEL A BLANCO CHACON,RINCON SECA
CL MIGUEL ANGEL ASTURIAS,ESPARRAGAL
CL MIGUEL ANGEL BLANCO,BARRIO PROGRESO
CL MIGUEL ANGEL BLANCO,GARRES LOS
CL MIGUEL ANGEL BLANCO,LOBOSILLO
CL MIGUEL ANGEL BLANCO,MONTEAGUDO
CL MIGUEL ANGEL CLARES,EL PALMAR
CL MIGUEL CABALLERO,PUEBLA DE SOTO
CL MIGUEL CERVANTES,MURCIA
CL MIGUEL CERVANTES,PUENTE TOCINOS
CL MIGUEL CERVANTES,RAMOS LOS
CL MIGUEL CERVANTES,SAN BENITO
CL MIGUEL CERVANTES,SAN GINES
CL MIGUEL CERVANTES,SANGONERA SECA
CL MIGUEL DE CERVANTES,CASILLAS
CL MIGUEL DE CERVANTES,LAS LUMBRERAS
CL MIGUEL DE CERVANTES,LLANO BRUJAS
CL MIGUEL DE CERVANTES,PUEBLA DE SOTO
CL MIGUEL DE CERVANTES,VALLADOLISES
CL MIGUEL DEL HORNO,TORREAGUERA
CL MIGUEL DE UNAMUNO,ESPARRAGAL
CL MIGUEL DE UNAMUNO,GUADALUPE
CL MIGUEL EL NIEVES,RAAL EL
CL MIGUEL ESPINOSA GIRONES,LAS LUMBRERAS
CL MIGUEL ESPINOSA,MURCIA
CL MIGUEL GALLEGO,MURCIA
CL MIGUEL HELLIN NAVARRO,EL PALMAR
CL MIGUEL HERNANDEZ,BENIAJAN
CL MIGUEL HERNANDEZ,CHURRA
CL MIGUEL HERNANDEZ,EL PALMAR
CL MIGUEL HERNANDEZ,ESPARRAGAL
CL MIGUEL HERNANDEZ,GARRES LOS
CL MIGUEL HERNANDEZ,GUADALUPE
CL MIGUEL HERNANDEZ,JAVALI VIEJO
CL MIGUEL HERNANDEZ,MARTINEZ PUERTO
CL MIGUEL HERNANDEZ,MURCIA
CL MIGUEL HERNANDEZ,PUEBLA DE SOTO
CL MIGUEL HERNANDEZ,PUENTE TOCINOS
CL MIGUEL HERNANDEZ,RAMOS LOS
CL MIGUEL HERNANDEZ,SANGONERA SECA
CL MIGUEL HERNANDEZ,SANGONERA VERDE
CL MIGUEL HERNANDEZ,SANTO ANGEL
CL MIGUEL HERNANDEZ,VALLADOLISES
CL MIGUEL HERNANDEZ,ZARANDONA
CL MIGUEL HERNANDEZ,ZENETA
CL MIGUEL INDURAIN,JAVALI NUEVO
CL MIGUEL MARTINEZ,SUCINA
CL MIGUEL ORENES GUILLAMON,RINCON SECA
CL MIGUEL SERVET,MURCIA
CL MIGUEL SERVET,PUENTE TOCINOS
CL MIGUEL TEBEOS,MURCIA
CL MIGUEL UNAMUNO,CHURRA
CL MIGUEL UNAMUNO,LAS LUMBRERAS
CL MIGUEL UNAMUNO,MURCIA
CL MIGUEL ZAPATA FRANCO,SAN BENITO
CL MILAGRO,PUEBLA DE SOTO
CL MILAGROSA,TORREAGUERA
CL MILAGROS,MURCIA
CL MILFUEGOS,SAN BENITO
CL MIMOSAS,PUENTE TOCINOS
CL MINERVA,BENIAJAN
CL MINERVA,EL PALMAR
CL MINERVA,SANGONERA VERDE
CL MINGUEZ,BENIAJAN
CL MINISTRO DIEGO CLEMENCIN,MURCIA
CL MINISTRO ERNEST LLUCH,MURCIA
CL MIRADOR,SAN JOSE
CL MIRA FLORES,ZARANDONA
CL MIRAMAR,BARQUEROS
CL MIRASIERRA,ALBERCA LA
CL MIRASIERRA,EL PALMAR
CL MIRASIERRA,EL SECANO
CL MIRASIERRA,GARRES LOS
CL MIRASIERRA,SANGONERA VERDE
CL MIRAVETE,EL BOJAR
CL MIRAVETE,RAMOS LOS
CL MIRAVETE,TORREAGUERA
CL M. MARIANO PINA MORALES,MURCIA
CL M MIRADOR DE AGRIDULCE,GUADALUPE
CL M-N FASE I SEC B TORREGUI,SANGONERA VERDE
CL MOCHUELO - TORREGUIL,SANGONERA VERDE
CL MOLES,TORREAGUERA
CL MOLINA DE SEGURA,JERON.-AVILESES
CL MOLINA,MURCIA
CL MOLINA SEGURA,MURCIA
CL MOLINERA,CABEZO TORRES
CL MOLINEROS,ALJUCER
CL MOLINO,ALQUERIAS
CL MOLINO,CABEZO TORRES
CL MOLINO,CARRASCOY
CL MOLINO DEL,RAMOS LOS
CL MOLINO,JERON.-AVILESES
CL MOLINO OLIVER,ALJUCER
CL MOLINO REY,ALJUCER
CL MOLINO REY,SAN GINES
CL MOLINOS,MURCIA
CL MOLINO,TORREAGUERA
CL MOLINO,ZENETA
CL MONCAYO,MURCIA
CL MONJE,TORREAGUERA
CL MONTE,ESPARRAGAL
CL MONTE JORJA,ALGEZARES
CL MONTELISO,SANTO ANGEL
CL MONTE PERDIDO,CABEZO TORRES
CL MONTEPIEDRA,MURCIA
CL MONTE,PUNTAL EL
CL MONTERO,TORREAGUERA
CL MONTE SANGRE,ALGEZARES
CL MONTE SAN ROQUE,ALGEZARES
CL MONTES IBERICOS,COBATILLAS
CL MONTESINOS,SANGONERA VERDE
CL MONTES PIRINEOS,COBATILLAS
CL MONTE,TORREAGUERA
CL MONTIJO,MURCIA
CL MONTOYA,EL PALMAR
CL MONTURIOL,SAN JOSE
CL MORALEJO,ESPARRAGAL
CL MORA,MURCIA
CL MORATALLA,JERON.-AVILESES
CL MORENA,SANGONERA VERDE
CL MORENO CORTES,CABEZO TORRES
CL MORERA,ALGEZARES
CL MORERA,CASILLAS
CL MORERA,PUENTE TOCINOS
CL MORERAS,ALBERCA LA
CL MORERA (SAN NICOLAS),MURCIA
CL MORERAS,EL PALMAR
CL MORERAS (EL RANERO),MURCIA
CL MORERAS,ESPINARDO
CL MORERAS,SANTO ANGEL
CL MORERA (STGO EL MAYOR),MURCIA
CL MORERAS,ZARANDONA
CL MORERA,TORREAGUERA
CL MORRON,CABEZO TORRES
CL MORTERO,DOLORES LOS
CL MORTERO,MURCIA
CL MORUNOS,MURCIA
CL MOSAICO,PUENTE TOCINOS
CL MOSTOLES,SANGONERA VERDE
CL MOZART,MURCIA
CL MTRO FCO MARTINEZ CARRILL,SANGONERA SECA
CL MTRO JOSE RAMON SAEZ,MURCIA
CL MULA,JAVALI NUEVO
CL MULA,MURCIA
CL MULHACEN,CABEZO TORRES
CL MURALLA,TORREAGUERA
CL MURCIA,ALJUCER
CL MURCIA,DOLORES LOS
CL MURCIA,JERON-AVILESES
CL MURCIA,MURCIA
CL MURCIA,PUNTAL EL
CL MURCIA,SAN JOSE
CL MURCIA,SUCINA
CL MURCIA,TORREAGUERA
CL MURILLO,CABEZO TORRES
CL MURILLO (ESPINARDO),MURCIA
CL MURILLO,PUNTAL EL
CL MURILLO,SANGONERA SECA
CL MURILLO,SANGONERA VERDE
CL MUSICO ANTONIO RGUEZ HITA,MURCIA
CL NARANJO,SAN BENITO
CL NARANJOS,CHURRA
CL NARANJOS,EL PALMAR
CL NARANJOS,SANTO ANGEL
CL NARANJOS,SUCINA
CL NARCISO YEPES,RAMOS LOS
CL NARDOS,COBATILLAS
CL NATURALEZA VIVA,ESPARRAGAL
CL NAVARRA,CHURRA
CL NAVARRA,EL PALMAR
CL NAVARRA,MURCIA
CL NAVARRO BOTIJA,MURCIA
CL NAVEGANTE JUAN FERNANDEZ,MURCIA
CL NAVEGANTE MACIAS DEL POYO,MURCIA
CL NAVE LA,TORREAGUERA
CL NAVES,ALJUCER
CL NAVETAS LAS,SANTO ANGEL
CL NELVA,MURCIA
CL NEPTUNO,MURCIA
CL NERPIO,ESPARRAGAL
CL NICARAGUA,MURCIA
CL NICOLAS BUSSI,MURCIA
CL NICOLAS ORTEGA,MURCIA
CL NICOLAS,PUENTE TOCINOS
CL NICOLAS SANTOS,VALLADOLISES
CL NIDO,ALGEZARES
CL NIEVES VIUDES,BENIAJAN
CL NOGAL,CHURRA
CL NOGAL,ESPARRAGAL
CL NOGUERAS,EL BOJAR
CL NOGUERA VALVERDE,MURCIA
CL NORIA,CORVERA
CL NORIA,GUADALUPE
CL NORTE (ESPINARDO),MURCIA
CL NORTE,PUNTAL EL
CL N PP ZU-SU-JA3,JERON.-AVILESES
CL NTA SRA DE LA FUENSANTA,SAN JOSE
CL NTA SRA DE LA FUENSANTA,ZARANDONA
CL NTA SRA DEL ROSARIO,RINCON SECA
CL NTRA SRA DE LOS ANGELES,SANGONERA VERDE
CL NUESTRA S BUENOS LIBROS,MURCIA
CL NUESTRA S ENCARNACION,RAYA LA
CL NUEVA,ALJUCER
CL NUEVA,CASILLAS
CL NUEVA CONDOMINA 10.4,CHURRA
CL NUEVA CONDOMINA 1.1,CHURRA
CL NUEVA CONDOMINA 13,CHURRA
CL NUEVA CONDOMINA 1,CHURRA
CL NUEVA CONDOMINA 2.1,CHURRA
CL NUEVA CONDOMINA 2.2,CHURRA
CL NUEVA CONDOMINA 3,CHURRA
CL NUEVA CONDOMINA 5,CHURRA
CL NUEVA CONDOMINA 6,CHURRA
CL NUEVA CONDOMINA 7.2,CHURRA
CL NUEVA CONDOMINA A,CHURRA
CL NUEVA CONDOMINA B,CHURRA
CL NUEVA,EL SECANO
CL NUEVA EPOCA,SUCINA
CL NUEVA,GARRES LOS
CL NUEVA,LLANO BRUJAS
CL NUEVA (PIO X),MURCIA
CL NUEVA,PUEBLA DE SOTO
CL NUEVA RANERO,MURCIA
CL NUEVAS ALEGRIAS,MURCIA
CL NUEVA SAN ANTON,MURCIA
CL NUEVA,SANGONERA VERDE
CL NUEVA (STGO EL MAYOR),MURCIA
CL NUEVA,SUCINA
CL NUEVA UA1 ZM-LB2,LLANO BRUJAS
CL NUEVA YORK,CABEZO TORRES
CL NUEVE DE NOVIEMBRE,CASILLAS
CL NUEVOS HORIZONTES,ESPARRAGAL
CL OASIS,CASILLAS
CL OBISPO ANTONIO TREJO,MURCIA
CL OBISPO FRANCISCO LANDEIRA,MURCIA
CL OBISPO FRANCISCO LERMA,EL PALMAR
CL OBISPO FRUTOS,MURCIA
CL OBISPO JAVIER AZAGRA,LLANO BRUJAS
CL OBISPO PEDRO BARROSO,MURCIA
CL OBISPO PEDRO GALLEGO,MURCIA
CL OBISPO SANCHO DAVILA,MURCIA
CL OBREROS TANA,BENIAJAN
CL OCEANO ATLANTICO,SANGONERA VERDE
CL OCEANO INDICO,COBATILLAS
CL OCEANO PACIFICO,ESPARRAGAL
CL OCEANO PACIFICO,SANGONERA VERDE
CL OCTAVIO PAZ,CHURRA
CL ODISEA,GARRES LOS
CL OESTE,EL PALMAR
CL OESTE,SANGONERA VERDE
CL OESTE,ZARANDONA
CL OJOS,MURCIA
CL OLIMPIA,MURCIA
CL OLIVAR,MURCIA
CL OLIVAR,SAN JOSE
CL OLIVA,SAN JOSE
CL OLIVERA,SANGONERA VERDE
CL OLIVERAS,SUCINA
CL OLIVER,MURCIA
CL OLIVO,EL PALMAR
CL OLIVO,GUADALUPE
CL OLIVO,PUENTE TOCINOS
CL OLIVOS,ALBERCA LA
CL OLIVO,TORREAGUERA
CL OLMA,MURCIA
CL OLMA,SAN JOSE
CL OLMO,ALBERCA LA
CL OLMO,PUNTAL EL
CL OLMOS,ALBATALIA LA
CL OLOF PALME,MURCIA
CL ONESIMO REDONDO,EL PALMAR
CL ONESIMO REDONDO,LOBOSILLO
CL ONESIMO REDONDO,MARTINEZ PUERTO
CL OPALO,EL PALMAR
CL OPALO,GEA Y TRUYOLS
CL O PP ZU-SU-JA3,JERON.-AVILESES
CL OREGANO DEL,SUCINA
CL OREGANO,SANGONERA VERDE
CL ORELLANA,SANGONERA VERDE
CL ORENSE,MURCIA
CL ORFEO,GARRES LOS
CL ORFEON FERNANDEZ CABALLER,RINCON BENISCOR
CL ORGANISTAS,MURCIA
CL ORIENTAL,ALJUCER
CL ORILLA AZARBE,ESPARRAGAL
CL ORILLA AZARBE,LLANO BRUJAS
CL ORILLA AZARBE,SANTA CRUZ
CL ORILLA AZARBE,ZARANDONA
CL ORILLA DE LA VIA,BENIAJAN
CL ORILLA VIA,MURCIA
CL ORION,SANGONERA VERDE
CL ORQUIDEA,MURCIA
CL ORQUIDEAS,COBATILLAS
CL ORQUIDEAS,EL PALMAR
CL ORTEGA GASSET 1,ESPARRAGAL
CL ORTEGA GASSET 1,LAS LUMBRERAS
CL ORTEGA GASSET 2,ESPARRAGAL
CL ORTEGA Y GASSET,BENIAJAN
CL ORTEGA Y GASSET,GUADALUPE
CL ORTEGA Y GASSET,MURCIA
CL ORTIGOSA,ZARANDONA
CL OSA MAYOR,PUNTAL EL
CL OSA MENOR,PUNTAL EL
CL OVALO,SANGONERA VERDE
CL PABLO CASTELLANO,RAMOS LOS
CL PABLO IGLESIAS,ESPARRAGAL
CL PABLO IGLESIAS (ESPINARDO,MURCIA
CL PABLO IGLESIAS,GARRES LOS
CL PABLO IGLESIAS,SANGONERA SECA
CL PABLO IGLESIAS,SANGONERA VERDE
CL PABLO NERUDA,MURCIA
CL PABLO NERUDA,SANGONERA SECA
CL PABLO NERUDA,VALLADOLISES
CL PABLO NERUDA,ZENETA
CL PABLO PICASSO,JAVALI VIEJO
CL PABLO PICASSO,PUENTE TOCINOS
CL PABLO PICASSO,RAMOS LOS
CL PABLO PICASSO,SANGONERA VERDE
CL PABLO PICASSO,VALLADOLISES
CL PABLO VI,MURCIA
CL PACO,BENIAJAN
CL PACO ESTEBAN,ALBATALIA LA
CL PACO,MURCIA
CL PACO ROJO,EL PALMAR
CL PACO SACRAMENTO,ESPARRAGAL
CL PACO VIDAL,CASILLAS
CL PADRE ANTONIO,MURCIA
CL PADRE CABRERA,JAVALI VIEJO
CL PADRE DAMIAN,MURCIA
CL PADRE DAMIAN,SAN BENITO
CL PADRE DIEGO HERNANDEZ,JAVALI NUEVO
CL PADRE FELIX SANCHEZ BLANC,MURCIA
CL PADRE GASPAR ORTIN GOMEZ,GUADALUPE
CL PADRE GOMEZ,GUADALUPE
CL PAGAN LO,MURCIA
CL PAJAROS,ALBERCA LA
CL PAJAROS,ALGEZARES
CL PAJAROS,GUADALUPE
CL PALADEAS,ZARANDONA
CL PALAS,ALBERCA LA
CL PALMA DE MALLORCA,MURCIA
CL PALMAR I V05,EL PALMAR
CL PALMAS,DOLORES LOS
CL PALMERA (LA PURISIMA-BARR,MURCIA
CL PALMERAL,BENIAJAN
CL PALMERAL,EL SECANO
CL PALMERAL,RAAL EL
CL PALMERA,MURCIA
CL PALMERA,RAYA LA
CL PALMERAS,CORVERA
CL PALMERAS,EL PALMAR
